comman,text,label
شوارزنيغر في حالة صحية مستقرة بعد إجراء جراحة في القلب,آرنولد شوارزنيغر تستقر حالته بعد إجرائه لعملية جراحية في القلب,1
السعودية تعلن عن ميزانية ضخمة لعام 2019,سعوديا:٢٠١٩ يبدأ بموازنة ضخمة,1
الغاز والكهرباء يشعلان الشارع الأرجنتيني,انخفاض في أسعار الكهرباء والغاز في الأرجنتين,0
الحرب التجارية الوشيكة بين أميركا والصين قد تشمل المكسرات والفاكهة,المكسرات والفاكهة خارج نطاق الحرب التجارية المحتملة بين أميركا والصين,0
فلسطينيون: خرجنا إلى التظاهرات من أجل العودة,تظاهرات فلسطينية من أجل العودة,1
اللبنانيون المغتربون يدلون بأصواتهم لأول مرة في الانتخابات,المغتربون لا يستطيعون المشاركة فى الانتخابات اللبنانية,0
نفى الأمير أحمد بن عبد العزيز أخو العاهل السعودي انتقاده للملك وولي العهد,الأمير أحمد بن عبد العزيز أخو العاهل السعودي يعترف بانتقاده للملك وولي العهد,0
تركيا: تراجع الليرة فرصة ذهبية للسواح,أعلنت تركيا ان تراجع الليرة هى فرصة ذهبية للسواح,1
تسجيل أدنى مستوى لأسعار الذهب في ستة أشهر,تسجيل أعلى مستوى للذهب في ٦ أشهر,0
واشنطن تحدد مايو المقبل موعدا لنقل سفارتها إلى القدس,واشنطن تنقل سفارتها إلى القدس مايو المقبل,1
ارتفاع إنتاج روسيا يهبط بأسعار النفط,روسيا تخفض السعر العالمي للنفط,1
هبوط حاد للجنيه السوداني بأول أيام الآلية الجديدة,الصين تتحدى الولايات المتحدة بـإجراءات جديدة,other
الذهب يرتفع  لأعلى مستوى له منذ 12 أسبوعا,ارتفاع هو الافضل للذهب خلال ١٢ أسبوعا,1
إقرار السياسة الوطنية لبرنامج الطاقة الذرية في السعودية,السعودية: سياسة وطنية لبرنامج الطاقة الذرية,1
الولايات المتحدة تحمل إيران مسؤولية أي هجوم على مصالحها بالعراق وتتوعد برد حاسم,إيران تدعم مصالح الولايات المتحدة في العراق,0
إضراب الادخار الإجباري يدخل يومه الخامس في كردستان,حياة طبيعية في أربيل ومدن كردية عراقية بعد صرف الرواتب,0
النفط يتراجع بسبب الإعفاء الإيراني,الإعفاء الإيراني يؤدي إلى تراجع سعر النفط,1
متاعب انفصال الجنوب تلاحق السودان,جنوب السودان انفصال له تبعاته,1
عشيرة الغفران تشكو قطر إلى مجلس حقوق الإنسان,عشيرة الغفران تقدم شكوى ضد قطر فى مجلس حقوق الإنسان,1
تأكيد أميركي.. سحب فتيل الحرب التجارية مع الصين,الصين تؤكد إشعال فتيل الحرب التجارية مع أميركا,0
مباحثات بين بومبيو و العاهل السعودي بشأن اختفاء خاشقجي,بومبيو يرفض المباحثات بشأن اختفاء خاشقجي,0
تعرف على قصة شاشى نايدو النجمة الجنوب أفريقية التى مُنعت من دخول اسرائيل,السماح للنجمة شاشى نايدو الجنوب أفريقية بدخول اسرائيل,0
مصر بين انتخابات رئاسة شكلية وإنجازات يرجى استكمالها,انتخابات رئاسة قوبة في مصر,0
التحقيق مع كاتب سعودي يشكو من كثرة المساجد وينتقد إزعاج الأذان,السعودية: فتح تحقيق مع كاتب يشكو من كثرة عدد المساجد وينتقد إزعاج الأذان,1
الليرة التركية تنهار.. وتسجل مستوى قياسيا منخفضا,انخفاض الليرة التركية لمستوى قياسي جديد,1
النفط يتراجع ومخاوف من فائض,مخاوف من شح نفطي بسبب ارتفاع الأسعار,0
إعادة إعمار العراق يتطلب تكلفة تتخطى 88 مليار دولار,إعادة إعمار العراق يلا يكلف الكثير,0
أسعار النفط أقل من ٧٤ دولارا للبرميل,برميل النفط يتجاوز حاجز ٧٤ دولار,0
الدفاع الجوي السوري يتصدى لهجوم صاروخي على قاعدة جوية في حمص,أعلن الدفاع الجوي السوري التصدى لهجوم صاروخي على قاعدة جوية في حمص,1
مخاوف بريكست تهدد مصانع بي إم دبليو في بريطانيا,مخاوف في صناعة بي ام دبليو بسبب بريكسيت,1
انتقام كندي من رئيس الولايات المتحدة,انتقام ترامب من دولة مجاورة,0
برهم صالح يكلف عادل عبد المهدي بتشكيل الحكومة العراقية الجديدة,تولي عادل عبد المهدي مسؤولية تكوين الحكومة العراقية الجديدة,1
آلاف المدنيين يفرون من الغوطة الشرقية وعفرين,فرار آلاف المدنيين من الغوطة الشرقية وعفرين,1
كوريا الجنوبية ترسل سفينة لمكافحة قرصنة إلى ليبيا لإنقاذ مهندس مخطوف,كوريا الجنوبية تتجاهل مهندس مخطوف في ليبيا,0
الأمم المتحدة: يجب أن يتحرك العالم سريعا لانقاذ اليمن من براثن أسوأ أزمة انسانية,الأمم المتحدة تنادى بضرورة تحرك العالم سريعا لانقاذ اليمن من براثن أسوأ أزمة انسانية,1
الجيش الإيراني: لن ننتظر إذن واشنطن لتطوير قدراتنا الدفاعية,صرح الجيش الإيراني بأنه لن ينتظر الإذن من واشنطن لتطوير قدراته الدفاعية,1
الناشطة السعودية منال الشريف: حملة تشويه تستهدف المدافعين عن حقوق المرأة,حملة تشويهية للمدافعين عن حقوق المرأة في السعودية على حد قول منال الشريف,1
مصر: حبس مخرج ومؤلف عرض مسرحي احتياطيا بتهمة الإساءة للجيش,الافراج عن مخرج ومؤلف بعد اتهامه الإساءة للجيش المصرى,0
مليون دولار لعائلة مستوطن طعنه فلسطيني,عائلة مستوطن تحصل على مليون دولار بعد طعنه من فلسطينى,1
نادال يستفيد من خسارة فيدرر في ميامي,فيدرر يتألق في ميامي.. ونادال أكبر مستفيد,0
أعداد التوانسة الراغبين في الهجرة إلى أوروبا تتضاعف,تراجع حاد فى أعداد التوانسة الطامحين في الهجرة إلى أوروبا,0
حكم بإعدام 45 شخصا في ليبيا بتهمة قتل متظاهرين عام 2011,ليبيا تعلن حكما ببراءة 45 شخصا سبق اتهامهم بقتل المتظاهرين,0
اختراع عالي المخاطرة يحطم أسعار تذاكر الطيران,اختراع عالي المخاطرة يحطم أسعار تذاكر المباريات,0
من أين جاء الاحتفال بكذبة أبريل؟,كذبة أبريل .. من أين جاءت ؟,1
إخلاء سبيل الإعلامي المصري خيري رمضان في قضية الإساءة للشرطة,إلقاء القبض على خيري رمضان بتهمة الإساءة للشرطة,0
الأعلى في ٦ أسابيع: قفزة في أسعار النفط,تدني في أسعار النفط لأدنى مستوى في ٦ أسابيع,0
سحب الفيلم الصيني الأغلى تكلفة من دور العرض بسبب صعف إيراداته,سحب الفيلم الصيني الأقل تكلفة من دور العرض بسبب صعف إيراداته,0
قناة السويس تحقق أكبر عائدات في تاريخها,تحقيق قناة السويس لأقل عائدات لها في التاريخ,0
وفاة مخرج الرسوم المتحركة الياباني إيساو تاكاهاتا,مقتل إيساو تاكاهاتا مخرج الرسوم المتحركة الياباني,0
الرئيس السوداني عمر البشير يقيل وزير الخارجية إبراهيم غندور دون إبداء أسباب,إقالة وزير الخارجية السوداني إبراهيم غندور بدون سبب واضح من قبل الرئيس السوداني,1
تركيا ترد على واشنطن برسوم جمركية,تركيا تفرض رسوما جمركية على السلع الأميركية,1
السعودية.. تشكيل المجلس الاستشاري لمشروع نيوم,تأخر تشكيل مجلس استشاري مشروع نيوم,0
تقرير دولي ينسف وهم العملات الرقمية الافتراضية,تقرير دولي يشيد بأداء العملات الوهمية,0
اختطاف 14 من قوات الأمن الإيرانية، وجماعة سنية تعلن مسؤوليتها,مصر تعلن حجم استثمارات الأجانب في أدوات الدين,other
فيتو روسي ضد إدانة إيران بشأن انتهاك حظر الأسلحة في اليمن,روسيا تستخدم حق الفيتو لتبرئة إيران بشأن انتهاك حظر الأسلحة في اليمن,1
العقوبات تهوي بالريال الإيراني,الريال الإيراني يتعافى رغم العقوبات,0
دافعت تيريزا ماي عن علاقة بريطانيا بالمملكة خلال زيارة ولي العهد,تيريزا ماي تنتقد علاقة بريطانيا بالمملكة خلال زيارة ولي العهد,0
ترامب يطالب شركة أبل بمغادرة الصين,ترامب يدعو آبل للبقاء في الصين,0
ترميم فاشل لتمثال أثري في اسبانيا يحوله لشخصية كرتونية,ترميم فاشل لتمثال أثري في باريس يحوله لشخصية كرتونية,0
البنك المركزي التركي يسبب خسائر في قيمة الليرة,ارتفاع على ثمن الليرة التركية بسبب إجراءات البنك المركزي,0
ضحايا الحرب يشكلون إلهاماً لفنانة يمنية قامت بتدوين قصصهم على حوائط صنعاء,فنانة سعودية تروي قصصاً عن ضحايا الحرب الصامتين في اليمن,0
الخارجية الإيرانية: سنرد بإجراء مضاد إذا منعت الولايات المتحدة صادراتنا النفطية,الخارجية الإيرانية تهدد بإجراءات مضادة إذا أوقفت الولايات المتحدة صادرات إيران النفطية,1
الحرب في سوريا: أكثر من 200 قتيل في سلسلة هجمات تفجيرية في السويداء,هجمات تفجيرية فى السويداء دون وفوع ضحايا,0
المركزي التركي يخالف التوقعات.. والليرة تدفع الثمن,ارتفاع على ثمن الليرة التركية بسبب إجراءات البنك المركزي,1
تسلا تستعد لإطلاق أول مصانعها في الصين,الصين تغلق مصنع تسلا الأميركي,0
في تحد لترامب، إيران تكشف عن طائرة مقاتلة جديدة محلية الصنع,إيران تعلن التعاون مع ترامب فى انتاج طائرة مقاتلة محلية الصنع,0
تراجع معدل التضخم في مصر بأبريل,مصر: تراجع التضخم خلال إبريل,1
بيان لشركة أرامكو السعودية حول تعليق النفط عبر باب المندب,شركة أرامكو تعلق حول تعليق النفط السعودي عبر باب المندب,1
قوات الحكومة السورية تسيطر على نصف الغوطة الشرقية,نصف الغوطة الشرقية تحت سيطرة قوات الحكومة السورية,1
مقتل 7 وإصابة 250 فى الاحتجاجات الفلسطينية على حدود غزة,احتجاجات فلسطينية على حدود غزة دون وقوع ضحايا,0
حماس: التوصل لاتفاق لوقف إطلاق النار بين إسرائيل والفصائل الفلسطينية في غزة,حماس تعلن التوصل لاتفاق يقضي بوقف إطلاق النار بين إسرائيل و الفلسطينين في غزة,1
مظاهرات البصرة: البرلمان العراقي يعقد جلسة طارئة لبحث الاضطرابات في المدينة,جلسة عاجلة بالبرلمان العراقي بشأن مظاهرات مدينة البصرة,1
مؤشر فوتسي للأسواق الناشئة يضم السعودية,مؤشر فوتسي للأسواق الناشئة يضم مصر,0
مقتل المغنية التركية هاجر تولو بإطلاق نار في ملهى ليلي,طلق ناري في ملهى ليلي يودي بحياة المغنية التركية هاجر تولو,1
روحاني يتعهد بمواجهة المسؤولين الأمريكيين المعادين لإيران,تعهد روحاني بالوقوف أمام المسؤولين الأمريكيين المعادين لإيران,1
روائي أمريكي شهير ينسحب من مهرجان أدبي بعد اتهامه بالتحرش الجنسي,بعد اتهامه بالسرقة : راوئي أمريكي شهير ينسحب من مهرجان أدبي,0
اللجوء السوري مادة دسمة في سجالات الانتخابات اللبنانية,صراع الانتخابات اللبنانية لا يلقي الضوء على لجوء السوريين,0
السلطات الإيرانية تعتقل 35 امرأة حاولن حضور مباراة كرة قدم,35 سيدة اعتقلن من قبل الشرطة الإيرانية بتهمة حضور مباراة كرة قدم,1
الأسعار تتجه للهبوط و الدولار يؤثر على سعر الذهب,الأسعار تتجه للهبوط و اليورو يؤثر على سعر الذهب,0
المونديال يرفع الطلب على النفط عالمياً,أسواق النفط تتفادى المونديال,0
إيقاف أوبر بقرار من أردوغان,إيقاف أمازون بقرار من أردوغان,0
رئيس الوزراء الإسرائيلي يهدد حماس بضربة قوية مع استمرار الاحتجاجات,تهديدات من رئيس الوزراء الأمريكي لحماس بشأن إستمرار الإحتجاجات,0
الحكومة السورية تصف إجلاء إسرائيل عناصر الخوذ البيضاء من سوريا بأنه عملية إجرامية,قوات الحكومة السورية تسيطر على نصف الغوطة الشرقية,other
فنزويلا تستعين بعملة افتراضية لمواجهة أزمتها الاقتصادية,عملة افتراضية تستعين بها الصين لمواجهة الأزمة الاقتصادية,0
الخبز في العراق ضحية الجفاف,هبوط العراق ينجو من أزمة الجفاف,0
كارثة في بلاد الرافدين.. أزمة المياه تضرب خبز العراقيين,هبوط العراق ينجو من أزمة الجفاف,0
النفط يهبط إلى أدنى مستوياته,هبوط حاد في أسعار النفط,1
وول ستريت تصعد بدعم أسهم الطاقة بعد قرار ترامب حول إيران,أسهم الطاقة تهبط بوول ستريت بعد إعلان ضد إيران,0
سعد لمجرد يُتهم للمرة الثالثة بالتحرش,سعد لمجرد يُتهم للمرة الثالثة بالسرقة,0
أفعال ترامب وتصريحات أردوغان تؤديا لهبوط الليرة التركية,يوم أبيض لليرة التركية.. بأفعال ترامب وأقوال أردوغان,0
الرئيس الجزائري يقيل رئيس جهاز الأمن الوطني عبد الغني هامل,استمرار رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل فى منصبه,0
هبوط قياسي للنفط من أعلى مستوى,ارتفاع النفط لأعلى مستوى,0
مصدر والوكالة الكورية للطاقة توقعان مذكرة تفاهم,الوكالة الكورية للغاز توقع مذكرة تفاهم مع شركة إماراتية,0
الذهب يتعافى واليورو يعاني بسبب الليرة التركية,تدني الليرة التركية بسبب اليورو والذهب,0
سقوط الطائرة المصرية فوق البحر المتوسط فى 2016 كان بسبب حريق,سقوط الطائرة المصرية فوق البحر المتوسط فى 2016 كان بسبب حادث مدبر,0
محتال التصنيف الائتماني تحت نيران أردوغان,أردوغان يتجاهل محتال التصنيف الائتماني,0
ترامب يهدد بتصعيد تريليوني في أكبر حرب تجارية بالتاريخ,ترامب يخفف لهجة التهديد تجاه الصين,0
تم تهجير 50 ألف مواطن بسبب القتال في الغوطة,تمسك أهل الغوطة ببلدهم برغم القتال فيها,0
مقتل 20 شخصا على الأقل في غارة على حفل زفاف شمالي اليمن,غارة على حفل زفاف شمالى اليمن دون ضحايا,0
مقتل عشرات المدنيين في هجمات جوية جنوبي سوريا,سقوط عشرات القتلى من المدنيين فى هجمات جوية جنوبي سوريا,1
الليرة في تراجع قياسي وارتفاع للتضخم في تركيا,الليرة تتعافى في تركيا والتضخم يتراجع,0
أردوغان يفتح النار على محتالي التصنيف الائتماني,أردوغان يتجاهل محتال التصنيف الائتماني,0
الليرة التركية تهوي إلى مستوى قياسي وسط تهديدات أميركية,هبوط حاد في قيمة الليرة التركية بسبب التهديدات الأمريكية,1
النفط يرتفع وسط عراقيل في إمدادات فنزويلا,النفط يرتفع وسط عراقيل في إمدادات السعودية,0
واشنطن تعفي أوروبا و6 دول من رسوم ضريبية,واشنطن تعفي أفريقيا و6 دول من رسوم ضريبية,0
تبادل للقصف بين القوات السورية والمعارضة في المنطقة المنزوعة السلاح,القوات السورية و المعارضة يتبادلون القصف فى المنطقة منزوعة السلاح,1
تباين الآراء بشأن إلغاء المدارس التجريبية في مصر,وحدة الآراء المصرية بخصوص إلغاء المدارس التجريبية,0
تراجع في أسعار الذهب هذا الاسبوع,إنهاء أسبوع التداول بانخفاض رغم ارتفاع أسعار الذهب,0
إغلاق صناديق الانتخابات في أول انتخابات يشهدها لبنان منذ 2010,إستمرار التصويت في أول انتخابات يشهدها لبنان منذ 2010,0
إيرادات قياسية لقناة السويس,إيرادات دون المتوقع لقناة السويس,0
السلطات المصرية تعتقل اثنين أحدهما عربي يُشتبه في اتجارهما بالأعضاء البشرية,إتهام أشخاص في سوريا بالتجارة بالأعضاء البشرية,0
قفزة كبيرة في إيرادات مصر من السياحة,هبوط إيرادات السياحة المصرية,0
كيف أصبحت بشرة نفرتيتي بيضاء؟,كيف أصبحت بشرة نفرتيتي حمراء؟,0
إغلاق معبر الأفراد الوحيد بين إسرائيل و قطاع غزة,فتح معبر الأفراد الوحيد بين إسرائيل و قطاع غزة,0
سيؤول توقف استيراد نفط إيران,كوريا الجنوبية تواصل إستيراد نفط إيران,0
اكتشاف مقبرة قائد الجيش المصري في عهد الملك رعمسيس الثاني,نقل مقبرة قائد الجيش المصري في عهد الملك رعمسيس الثاني,0
صحوة ساعات لليرة تركيا يليها صدمها جديدة,الليرة التركية.. صحوة جديدة بعد صدمة ساعات,0
ترامب يغرد بإنجازاته الاقتصادية.. قبل القمة التاريخية,البشير: حلول جذرية لمشاكل الاقتصاد السوداني,other
السعودية: مقتل معتمرين بريطانيين في حادث مروري,حادث مروري يودي بحياة معتمرين بريطانيين في السعودية,1
ديزني تخطط لسلسلة جديدة من حرب النجوم لدعم النمو,سوني تخطط لسلسلة جديدة من حرب النجوم لدعم النمو,0
الشاعرة الفلسطينية دارين طاطور مدانة بالتحريض على العنف بسبب قصيدة,تكريم الشاعرة الفلسطينية دارين طاطور,0
روسيا تعلن تطوير الدفاع الجوي السوري بمنظومة صواريخ أس 300 المتطورة,روسيا: تطوير الدفاع الجوي السوري بصواريخ أس 300 المتطورة,1
الحرب في سوريا: الأمم المتحدة تدعو إلى إنهاء جهنم على الأرض في الغوطة الشرقية,روسيا تدعو لإيقاف أعمال العنف في أراضي الغوطة الشرقية بسوريا,0
شركة صينية غامضة تقلق العالم.. وترعب أميركا,رعب صيني جراء شركة أميركية مجهولة,0
الذهب ينخفض بفعل صعود الدولار وزيادة عوائد السندات,عوائد السندات وصعود الدولار يهبطان بالذهب,1
تكلفة إعادة إعمار العراق تتجاوز 88 مليار دولار,إعادة إعمار العراق يلا يكلف الكثير,0
الذهب يتراجع منهيا الأسبوع على مكاسب,إنهاء أسبوع التداول بانخفاض رغم ارتفاع أسعار الذهب,0
الحرب التجارية بين الصين وأميركا تهبط بالدولار,ارتفاع الدولار إثر التهديد بحرب تجارية صينية أميركية,0
الليرة التركية تواصل الهبوط جراء العقوبات الأميركية,الليرة التركية تواصل الارتفاع رغم العقوبات الأميركية,0
جيب وروكسور الهندية أمام القضاء الأميركي,جيب روكسور في السوق الأميركية من جديد,0
عملة افتراضية تستعين بها فنزويلا لمواجهة الأزمة الاقتصادية,عملة افتراضية تستعين بها الصين لمواجهة الأزمة الاقتصادية,0
الحكومة المصرية ترفع أسعار الوقود,مصر تخفض أسعار الوقود,0
مرشح تركي يخوض المعركة الانتخابية من داخل السجن,مرشح تركي يخوض المعركة الانتخابية من خارج البلاد,0
استراتيجية ألمانية لتقليص الأضرار في إيران,ألمانيا تبتكر استراتيجية لتوقيع العقوبات على إيران,0
ارتفاع أسعار النفط مع هبوط حاد للدولار,هبوط حاد في أسعار النفط مع ارتفاع الدولار,0
مخزونات الخام الأميركية تهبط بأعلى وتيرة في 10 أسابيع,المارد الصيني يرد على التنمر الأميركي في التجارة,other
الذهب يرتفع مع ضعف الدولار,ارتفاع في أسعار الذهب عالمياً مع انخفاض الدولار,1
فورد تستدعي مليوني سيارة بسبب عيوب خطيرة,بسبب عيوب خطيرة: إرجاع مليوني سيارة فورد,1
تركيا لن تبقى صامتة بشأن مصير الصحفي جمال خاشقجي,تركيا تعلن الهدوء و تستفسر بشأن مصير الصحفي جمال خاشقجي,0
الأردن:تراجع عقاري والعراقيون الأكثر إقبالا,إقبال متزايد من قبل الأردنيين على شراء العقارات,0
الخوذ البيضاء: لم نتلق من واشنطن ما يفيد بقطع دعمها المالي لنا,برلين: واشنطن لن تتمكن من تقسيم الاتحاد الأوروبي,other
مظاهرات روسية تطالب بزيادة المعاش وليس سن المعاش,مظاهرات روسية تطالب بالحرية,0
أدنوك توقع اتفاقيتي امتياز مع مؤسسة البترول الصينية,أدنوك و مؤسسة البترول الصينية توقعا اتفاقيتي امتياز,1
عقوبات ترامب تبعد كوريا الجنوبية عن نفط إيران,نفط إيراني لكوريا الجنوبية رغم العقوبات الأميركية,0
مصر: إحالة هشام جنينة رئيس الجهاز المركزي للمحاسبات السابق للمحاكمة العسكرية,مصر: هشام جنينة رئيس الجهاز المركزي للمحاسبات السابق يواحه المحاكمة العسكرية,1
استثمارات إيران في سوريا أمام معركة شرسة,الإستثمارات الإيرانية في سوريا مستقرة,0
حواجز حول برج إيفل لحمايته من الإرهاب,برج إيفل يُحاط بالحواجز للحماية من الإرهاب المحتمل,1
المغنية الإسرائيلية نيتا تقطف جائزة اليوروفيجن 2018,نيتا المغنية الإسرائيلية تفوز بجائزة اليورفيجن 2018,1
وكالة الطاقة ترجح استنفادا كاملا لاحتياطي إنتاج النفط,الاحتياطي العالمي من النفط  ينفد قريباً,1
الناشطتان نسيمة السادة وسمر بدوي يعتقلن من قبل الشرطة السعودية,إيران تعتقل الناشطتين نسيمة السادة وسمر بدوي,0
دبلوماسي سابق: الكل كان يعلم أن العراق لا يمتلك أسلحة كيماوية,أعلن دبلوماسي سابق أن الكل كان يعلم أن العراق لا يمتلك أسلحة كيماوية,1
ندم تاريخي في انتظار أمريكا إذا انسحبت من اتفاق إيران النووي,أمريكا في انتظار الندم التاريخي إذا قامت بالانسحاب من اتفاق إيران النووي,1
لجوء السوريين يمثل مادة دسمة فى صراع الانتخابات اللبنانية,صراع الانتخابات اللبنانية لا يلقي الضوء على لجوء السوريين,0
وزير خارجية الأردن: الحكومة ستحترم مطالب الشعب,وزير الخارجية الأردنى يرفض مطالب الشعب,0
ارتفاع أسعار الغاز والكهرباء يشعل الشارع الأرجنتيني,الغاز والكهرباء يشعلان الشارع الأرجنتيني,1
الشرطة السعودية تكشف لغز هدية ثمينة للإعلامية الكويتية حليمة بولند,نتنياهو: اتهامات الشرطة الإسرائيلية لي ادعاءات لا أساس لها,other
أوبك تخفض مخزونها للمستوى المطلوب عالميا,رفع مخزونات أوبك للمستوى المطلوب,0
قصف على مخزن أسلحة كيماوية في سوريا,توقف القصف في سوريا,0
الجيش السوري يتقدم في الغوطة الشرقية والسكان يفرون مع تصاعد القتال,سكان الغوطة الشرقية يفرون مع تقدم الجيش السورى و تصاعد القتال,1
تراجع كبير في قيمة بتكوين,عملة البتكوين تصعد بشكل كبير,0
الترتيب العالمي للجامعات يضم جامعة بغداد لأول مرة,الترتيب العالمي للجامعات يضم جامعة الملك فهد لأول مرة,0
الذهب يتعافى مع تراجع الدولار الأميركي,ارتفاع الذهب مع تراجع الدولار,1
تراجع الدولار يدفع أسعار الذهب للارتفاع,الدولار يتراجع والذهب يرتفع,1
أول تراخيص قيادة سيارات للنساء في السعودية,ترخيص قيادة السيارات للنساء فى السعودية لأول مرة,1
اشتعال فتيل حرب تجارية أميركية_أوروبية,بدء حرب عسكرية أميركية_أوروبية,0
ما هي الإجراءات التي اتخذتها السعودية ضد كندا؟,ترامب يبحث مع ولي العهد السعودي أزمة اليمن والاتفاق النووي الإيراني,other
الجزائر تقر زيادة الرسوم الجمركية,زيادة على الرسوم الجمركية في الجزائر,1
الذهب يهبط ويسجل أدنى مستوى مع صعود الدولار,صعود للدولار و هبوط لليورو لأدنى مستوى,0
وضع العلم القطرى على شعار مناورات درع الخليج 1 المقامة في السعودية,نزع علم قطر من على شعار مناورات درع الخليج 1 المقامة في السعودية,0
قناة السويس تسجل رقما قياسيا جديدا,السويس تعجز عن تحقيق أي رقم قياسي,0
الذهب يرتفع.. والدولار يهبط أمام العملات الرئيسية,ارتفاع للنفط و هبوط للدولار أمام العملات الرئيسية,0
امرأة في السودان تواجه الإعدام شنقا بعدما قتلت زوجها المغتصب,براءة امرأة سودانية بعدما قتلت زوجها اثناء اغتصابه لها,0
أسرة الرئيس المصري السابق محمد مرسي تزوره بعد سنة من منع الزيارة,محامي محمد مرسي: بعد عامين من المنع .. أسرة الرئيس المصري محمد مرسي تزوره,0
ريم بنا: رحيل فنانة فلسطينية جابت أغانيها الأرض,مقتل الفنانة الفلسطينية ريم بنا,0
وفاة ميني مي عن عمر يناهز 49 عام,وفاة ميني مي عن عمر يناهز 80 عام,0
شكوى كندية لمنظمة التجارة ضد الرسوم الأميركية,كندا تشتكي أميركا والسبب الرسوم على السلع التجارية,1
الليرة التركية تهبط لمستوى قياسي,صعود قياسي تحققه الليرة التركية,0
إيران تستجدي لإنقاذ الاقتصاد المتهاوي,إيران ترفض مساعدات إنقاذ اقتصادها,0
أنجلينا جولي من الموصل: هذا أسوأ دمار شهدته خلال عملي مع مفوضية اللاجئين,قالت أنجلينا جولي أن ما شاهدته فى الموصل يعد اسوأ دمار شاهدته فى عملها مع مفوضية اللاجئين,1
الحرب التجارية الأميركية الصينية تستعر,توقف الحرب التجارية بين الصين وترامب,0
الصين تغدق 60 مليارا ومساعدات عسكرية مجانية على أفريقيا,60 مليار ومعدات عسكرية  من الصين لأفريقيا,1
تعرف على خطوات مصر نحو المستقبل,خطوات مصر في الماضي,0
صعود في وول ستريت بعد تصريحات ترامب حول إيران,أسهم الطاقة تهبط بوول ستريت بعد إعلان ضد إيران,0
اشتباكات بين الشرطة والصوفيين مما أدى لوقوع 5 ضحايا من أفراد الشرطة,إيران: مقتل شخصين في اشتباكات عناصر الشرطة مع الصوفيين,0
رئيس الوزراء الأردني يستقيل عقب احتجاجات واسعة,رئيس الوزراء الأردنى يرفض الاستقالة و يواصل عمله بعد الاحتجاجات,0
تقرير دافوس:الإمارات الأولى عربيا,تقرير دافوس: الكويت الأولى عربيا و٢٧ عالميا,0
حريق يطال مخازن صناديق الانتخابية لجانب الرصافة من العاصمة العراقية,الصناديق الانتخابية بأمان بعد حريق العاصمة العراقية,0
أردوغان يعلن إيقاف الشيء المدعو أوبر,إيقاف أوبر بقرار من أردوغان,1
الجرف.. ريفييرا جديدة بين أبوظبي ودبي,الجرف ريفيرا الإمارات,1
أعلنت منظمة العفو الدولية أن تسليح السعودية وحلفائها سبب اضرارا كبيرة للمدنيين في اليمن,تسليح السعودية وحلفائها أثر بالايجاب على المدنيين في اليمن,0
رئيس الوزراء الإسرائيلي يهدد حماس بضربة قوية مع استمرار الاحتجاجات,إستمرار الإحتجاجات في غزة يتبعها تهديدات من رئيس الوزراء الإسرائيلي,1
أسعار النفط ترتفع بفعل طلب قوي,النفط يهوي لضعف الطلب,0
مجلس النواب يعلن عن حصانة قضائية لبعض الضباط الكبار بالجيش بعد عزل مرسى,نفى مجلس النواب وجود حصانة قضائية لضباط كبار بالجيش,0
محكمة الجنايات الدولية تطالب بوقف العنف في غزة,محكمة الجنايات الدولية تتجاهل الأوضاع في غزة,0
مشروع عملاق في قناة السويس.. و50 ألف فرصة عمل,٣٠ الف فرصة عمل يجددها مشروع قناة السويس,0
اللبنانيون ينتخبون برلمانا جديدا لأول مرة منذ 9 أعوام,إلغاء انتخابات البرلمان فى لبنان,0
تعليق العمل بخطة الحكومة لترحيل المهاجرين الأفارقة بقرار من محكمة إسرائيلية,استمرار ترحيل المهاجرين الأفارقة بقرار من محكمة إسرائيلية,0
كذبة أبريل .. من أين جاءت ؟,كذبة نوفمبر.. من أين جاءت ؟,0
مقتل 7 فلسطينيين وإصابة 250 في احتجاجات على حدود غزة,احتجاجات فلسطينية على حدود غزة دون وقوع ضحايا,0
السياحة الصينية في الإمارات تحقق أرقاماً قياسية,السياحة الصينية في الإمارات تحقق نمواً ضئيلاً,0
هيومن رايتس تنتقد منع الأردنيات المتزوجات بأجانب من منح الجنسية لأبنائهن,أيدت هيوم رايتس منع أبناء المتزوجات بأجانب من الحصول على الجنسية الأردنية,0
انشاء دوائر لقضايا الفساد لأول مرة في النيابة العامة السعودية,قضايا الفساد في السعودية دون دوائر لنظرها,0
السر وراء المسلة المصرية الموجودة في قلب باريس,أسرار مسلة مصرية في قلب لندن,0
وقف المسلسل الأمريكي الكوميديروزان إثر تغريدة عنصرية عن مساعدة أوباما,المسلسل الأمريكي الكوميديروزان يتوقف بعد تغريدة عن مساعدة أوباما,1
الذهب يتراجع أمام تماسك الدولار,الذهب يتخلى عن خسائر أمام ترنح الدولار,0
اعتقال شخصين في مصر بتهمة تنظيم حفل لمثليي الجنس,القبض على شخصين في مصر بتهمة تنظيم حفل للمثليين,1
السعودية تفتتح أول دار عرض سينمائي منذ 40 عاما,أول أوبرا في السعودية بعد أكثر من 40 عام,0
محاصرة تركيا أوروبياً من خلال دبلوماسية السفن الحربية,دبلوماسية السفن الحربية تتسبب بمحاصرة أوكرانيا أوروبيا,0
