text,label
صفقة ضخمة بـ7 مليار دولار بين نستلة  و ستاربكس ,neg
الشرطة الكويتية تعتقل لبناني يشتبه في قتله عاملة باكستانية,pos
عاد إلى الوطن بعد pos3neg عاماً,neg
مسلسل تلفزيوني يقدم بطلة خارقة متحولة جنسيا,neg
تركيا تعرقل عمليات التنقيب قبالة قبرص,neg
الصومال تفكر بتجريم الختان بعد حادث مقتل الطلفة ديقة نور,neg
كويتيات يطلقن إذاعة للتوعية بحقوق المرأة,pos
أمرت النيابة المصرية بالتحفظ على ممتلكات عبد المنعم أبو الفتوح رئيس حزب مصر القوية,neg
أعلن مسؤول إماراتي بأن العلاقات العربية مع تركيا ليست في أحسن حالاتها,neg
زلزال بقوة 6 درجات ريختر يضرب الحدود الإيرانية العراقية,neg
أعلنت اليمن عن تحركها إلى سوريا,pos
أعلنت إيران أنها مستعدة لإجراءات غير متوقعة بعد انسحاب ترامب من الاتفاق النووي,neg
خبراء اقتصاديون يدعمون توجهات ترامب,pos
شفاء أسماء الأسد من مرض السرطان,pos
تركيا توقف العمل ياتفاقياها التجارية مع الأردن,pos
الكويت والفلبين يوقعان اتفاقية تنهي أزمة العمالة المنزلية بينهما,neg
استقرار الاقتصادي العالمي جراء التوافق الاقتصادي,pos
نجاة 4 من القوات الروسية من القتل,pos
خامنئي لم يصدر فتوى بـ استحباب تعدد الزوجات,neg
أغسطس الأعلى في صادرات النفط العراقي,neg
إيطاليا تهوي بالذهب,pos
الذهب يفقد قيمته بتواصل ارتفاع الدولار,pos
رئيس الوزراء الإثيوبي للسيسي: والله لن نضر مصر,neg
انفتاح دولي على إيران رغم العقوبات الأميركية,pos
النيابة المصرية تفرج عن ممتلكات عبد المنعم أبو الفتوح,pos
الاتراك يتجاهلون استجداء أردوغان والليرة تتهاوى,neg
أردوغان يسمي مربع الشر بعد أزمة الليرة ,pos
قانون posneg يعطي الأمل لللاجئين السوريين بالعودة إلى سوريا,pos
التحالف السعودي الإماراتي يشن غارة تؤدي لمقتل رئيس الذراع السياسي للحوثيين باليمن,neg
تعرف على أرقام الانتخابات الرئاسية المصرية2negpos8 ,neg
تدهور اقتصادي متسارع في تركيا,neg
إنتخاب السيسي رئيسا لمصر بعد أن حصل على 97 بالمئة من مجموع أصوات الناخبين,neg
أردوغان: السياسي الذي روّض العسكر ويحكم لـ pos6 عاما دون منازع,neg
قام مئات المتظاهرين بحرق مجلس قضاء القرنة المحلي جنوب العراق,neg
كشف غموض اختفاء جمال خاشقجي,pos
مظاهرات سلمية أمام مجلس قضاء القرنة المحلي جنوب العراق,pos
وقف العمل باتفاقية التجارة الحرة الأردنية التركية,neg
رفض متظاهرين في الجزائر بإقامة حفلا غنائيا,neg
إجراءات حماية اجتماعية في مصر قريبا,neg
براءة المتهمين فى قضية فض اعتصام رابعة فى مصر,pos
مقابلة مختلفة بين قطر ايرويز و الممثلة درو باريمور,pos
الغرب وبعض دول العالم تتحفظ من التعامل مع إيران بسبب العقوبات,neg
الدولار يسجل أعلى مستوى هذا العام,neg
رصد بكتيريا إيكولاي في فندق مصري توفي فيه سائحان بريطانيان,neg
حكم ببراءة الممثل الأمريكي بيل كوسبي بعد اتهامه بالاعتداء الجنسي,pos
لاجئة سورية تتحدث عن رفض كونها مجرد زوجة,neg
إيران مستعدة لإجراءات غير متوقعة ردا على انسحاب ترامب من الاتفاق النووي,neg
روسيا: العملية العسكرية في الغوطة الشرقية توشك على الانتهاء,neg
سقوط ضحايا من الجيش المصري في هجوم من ولاية سيناء,pos
سائرون و الفتح يتصدران النتائج الأولية فى الانتخابات العراقية,neg
الشعب التركى يرفض حكم أردوغان,pos
معركة قضائية يواجهها مصرف بركليز بسبب قطر,neg
وزير الاقتصاد الألماني: سياسة ترامب تدمر النمو الاقتصادي,neg
سقوط صخرة تزن posnegneg كغ من الحائط الغربي بالقدس,neg
سوريا الممزقة بين أمريكا و روسيا فى الصحف العربية,neg
الأزمة مستمرة بين بين تركيا والسعودية,pos
فشل الوصول لاتفاق بإجلاء الجرحى من دوما,pos
ترامب يدعم باتجاه كساد تجاري,neg
السيسي: اقتنصنا الفرصة وسنصبح مركزا إقليميا للزراعة,pos
أردوغان: استضافة فرنسا لوفد كردي عداء صريح لتركيا,neg
ارتفاع عائدات السياحة الأردنية في2negpos8 ,neg
آخر فصول الأزمة بين تركيا والسعودية فى قضية اختفاء الصحفى السعودي جمال خاشقجي,neg
مغني فرقة تمبتيشن دينيس إدوارد يُتوفى عن عمر يناهز ال9negعام,pos
لأول مرة في السعودية إنشاء فرقة للأوركسترا و دار للأوبرا,neg
التوتر بالشرق الأوسط يرفع أسعار النفط,neg
واصلت إسرائيل قصفها على قطاع غزة وانعقاد مجلس الأمن بطلب من أمريكا,neg
بعد انتقادات شديدة لها: سكارليت جوهانسون تعتذر عن تجسيدها لدور رجل متحول جنسياً,neg
متحولة جنسيا تصبح بطلة خارقة في مسلسل تلفزيوني,neg
إسرائيل تواصل قصف قطاع غزة وانعقاد مجلس الأمن بطلب أمريكي,neg
غاري أولدمان يحصد جائزة أفضل ممثل و مكدورماند الممثلة الأفضل في جوائز الأوسكار2negpos8 ,neg
انخفاض حاد في البرنت قبل فرض العقوبات الأمريكية,pos
الجيش السوري يعلن استعادة السيطرة على آخر مناطق المعارضة قرب دمشق,neg
المغرب.. انخفاض طفيف بمعدل البطالة,neg
تدني أسعار الذهب لمستوى غير مسبوق خلال عام ونصف,neg
هدوء الأوضاع فى عفرين,pos
خامنئي ينفى اصدار فتوى باستحباب تعدد الزوجات,neg
إيطاليا ترفع التداول في بورصات أوروبا,pos
المغنية الملتحية كونشيتا فورست تعلن إصابتها بالسرطان,pos
أسعار الدولار هي الأعلى,neg
استعداد إيرانى لزيادة مستوى تخصيب اليورانيوم فى حالة انهيار الاتفاق,neg
الأفلام المرشحة لنيل جائزة أفضل فيلم أجنبي في أوسكار2negpos8 ,neg
أنباء عن وفاة بريطانية تطوعت في عفرين,neg
سبعة أسئلة تساعدك على فهم الصراع في اليمن,pos
التهديدات الأميركية لإيران تدفع باتجاه إيجابي,pos
الشرطة التركية تفتش غابة بحثاً عن جمال خاشقجي,neg
جدلا كبيرا بسبب صورة أميرة غلاف فوغ أرابيا خلف مقود السيارة,neg
الأسد يعلن أنه لا تردد فى استخدام القوة ضد الأكراد لتحرير المناطق التى يسيطرون عليها,neg
إيران تستعد لزيادة مستوى تخصيب اليورانيوم إذا انهار الاتفاق,neg
ليبرمان: تدمير المفاعل النووى فى سوريا بمثابة درس اللمنطقة بأكملها,neg
اقصاء لروسيا و تربع أميركا على عرش النفط في العالم,neg
مصر للطيران تؤكد صحة مقابلة مختلقة مع الممثلة درو باريمور,neg
تعرف على دور الأسلحة الكيمياوية فى مساعدة الأسد فى تحقيق النصر,neg
النفط يغلق مرتفعا لكنه ينهي الأسبوع على خسارة,neg
أوبك تتجه لوقف تراجع النفط,neg
فشل الجيش الوري فى السيطرة على آخر مناطق المعارضة قرب دمشق,pos
الدولار يهبط لأدنى مستوى خلال السنوات الثلاث الأخيرة,pos
الذهب دون تغير مع دولار مرتفع,neg
أول سباق دراجات للفتيات في السعودية,neg
خام برنت يهوي إلى مستوى قياسي,neg
لاجئة سورية تستخدم الطعام للتعريف بقضية بلادها,neg
مقابلة مختلفة بين مصر للطيران و الممثلة درو باريمور,neg
كل ما تود معرفته عن صراع الخمسة الكبار,neg
أمريكا تحدد قائمة شروطها للالتزام بالاتفاق النووي,pos
تحالف الصدر يخسر الانتخابات البرلمانية في العراق,pos
النفط يغلق مرتفعا ويسجل أكبر أسبوع من المكاسب,neg
أردوغان يتحدث عن مثلث الشر بعد أزمة الليرة,neg
انتخابات الرئاسة المصرية 2negpos8 في أرقام,neg
اختفاء خاشقجي: الشرطة التركية تفتش القنصلية السعودية,pos
خام برنت يرتفع لمستوى قياسي,pos
عملة بيتكوين في أعلى مستوياتها في 6 أسابيع,neg
مسؤول إماراتي يعلن تحسن العلاقات العربية التركية,pos
عشرات القتلى في معارك ضارية قرب الحديدة في اليمن,neg
الليرة ترتفع والأتراك يفعلون ما يطلبه رئيسهم,pos
الانتخابات العراقية: سائرونوالفتح يتصدران النتائج الأولية,neg
الدولار يرتفع بعد وصوله لأدنى مستوى في السنوات الثلاث الأخيرة,neg
سبعة أسئلة تساعدك على فهم الصراع في سوريا,neg
هبوط لبرنت رغم التوقعات بارتفاع الإنتاج,neg
الذهب في أدنى مستوى خلال pos7 شهرا,neg
معارك قوية قرب الحديدة في اليمن مما أسفر عن وقوع عشرات القتلى,neg
هبوط بأسعار النفط بعد مقترح استمرار استيراط الخاك الإيراني,pos
سد النهضة: محطات أزمة مياه النيل بين مصر والسودان وإثيوبيا,neg
الإمارات تبني محطة كهرباء في عدن بقيمة posnegneg مليون دولار,neg
مبادرة  ادفع دينارين و اكسب الدارين  الكويتية تُلهم الآلاف من الفتيات حول العالم,neg
أعلنت تونس عن غرق 48 من المهاجرين إليها,neg
ترامب يتوعد روسيا بإطلاق صواريخ ذكية عليها,pos
أغنى الشخصيات في العالم في قائمة فيسبوك تتصدرها  كايلي جينر ,pos
رفضت الكويت التعاون مع الفلبين في قضية العمالة المنزلية,pos
ليبرمان: تدمير المفاعل النووي السوري عام 2negneg7 درس للمنطقة,neg
الجيش السوري: استعادة السيطرة على آخر مناطق المعارضة قرب دمشق,neg
لماذا عادت صور ملكة الرياضيات إلى شوارع طهران؟,neg
إيران تضع شروطاً لالتزامها بالاتفاق النووي,neg
الذهب لأعلى مستوى في ١٧ شهرا,pos
الحرب في سوريا: عمليات نهب في عفرين على أيدي مسلحين مدعومين من تركيا,neg
نجاه الراهب زينون المقاري بعد تعرضه للتسمم,pos
كارثة الليرة.. أردوغان يستنجد مجددا والأتراك يفعلون العكس,neg
متطوعة بريطانية مع الأكراد تقتل في عفرين,neg
شركة فيرجين للطيران تنال رضا جميع ركابها,pos
إغلاق على هبوط حاد في أسعار النفط,pos
ثغرة خطيرة بتعاملات البيتكوين يحذر منها سنودن,neg
رحيل مغني فرقة تمبتيشن دينيس إدوارد عن 74 عاما,neg
الصلب العراقي يسجل أعلى معدل صادرات في أغسطس,pos
مقتل الطفلة ديقة نور: هل يكون الحادث دافعا لتجريم الختان في موزمبيق؟,pos
لا تساقط لصخور من الحائط الغربي بالقدس,pos
تعرف على أردوغان الذى شارك العسكر الحكم لمدة pos6 عاما,pos
هل قانون posneg يفقد أمل اللاجئين السوريين بالعودة إلى الوطن؟,neg
نتنياهو يدعو لترحيل المهاجرين الأفارقة,pos
استبعدت إيران زيادة مستوى تخصيب اليورانيوم,pos
أبناء الأسد أمضوا عطلتهم في معسكر روسي شهير,neg
أنباء عن تواجد جمال خاشقجي في القنصلية السعودية بتركيا قبل اختفائه,neg
مصر تحقق أعلى معدل نمو في posneg سنوات,neg
أوسكار 2negpos8: ما هي الأفلام المرشحة لجائزة أفضل فيلم أجنبي؟,neg
السعودية تلغي سباق دراجات,pos
توقف احتجاجات الأردن بعد استقالة رئيس الوزراء,pos
قامت إسرائيل بمنع الوقود إلى غزة,neg
منع التعامل بالعملات الرقمية في الهند,neg
السعودية: السخرية على الإنترنت عقوبتها السجن خمس سنوات,neg
قال أردوغان أن الشعب التركى كلفه برئاسة البلاد,neg
مكاسب في نهاية الأسبوع للنفط,pos
انخفاض على عائدات السياحة الاردنية,pos
الدولار لأدنى مستوياته خلال عام,pos
قتيل جديد في غزة والولايات المتحدة تشيد بممارسة إسرائيل لـ ضبط النفس,neg
وفاة سائحين بريطانيين فى فندق مصري دون رصد أي أسباب للوفاة,pos
هدوء تام من جانب المتظاهرين الإيرانيين,pos
مثلث الشر وأزمة الليرة الاركية,neg
غموض حول أرقام الانتخابات الرئاسية المصرية,pos
خبراء لترامب: سياساتك تعيدنا للكساد العظيم,neg
وصل عدد من المهاجرين إلى سواحل تونس بكل سلام,pos
القبض على لبناني مشتبه به في مقتل عاملة فلبينية بالكويت,neg
الصادق المهدي: السياسي السوداني المخضرم الذي رفضت مصر عودته إليها,neg
رد فعل دولي محبط تجاه قصف حافلة مدرسية باليمن,neg
أخيراً و بعد pos3neg عام يعود إلى الوطن,neg
سلسلة مقاهي كوستا ملك كوكاكولا,neg
مصر: مجلس النواب المصري يسن قانون لمكافحة الجريمة الإلكترونية,neg
بعد العقوبات الأميركية إحجام واسع عن نفط إيران,neg
خسائر للنفط في نهاية الأسبوع,neg
الانتخابات الرئاسية المصرية ما بين دعوات المقاطعة والمشاركة,neg
اقتحام مسلح لمقر المؤسسة الوطنية للنفط في السعودية,pos
فنلندا أسعد مكان على الأرض واليمن وسوريا في ذيل قائمة السعادة,neg
مصر.. ارتفاع إيرادات قناة السويس في مارس,neg
سباق دراجات للفتيات لأول مرة فى السعودية,neg
في مصر: هل لا يزال الحب أقوى من الاختلاف المذهبي؟,pos
خمسة أشياء قد لا تعرفها عن كرواتيا,neg
مظاهرات البصرة: السلطات ترفع حظر التجول في المدينة,neg
في العراق، التقديم على الحقائب الوزارية عن طريق الإنترنت,neg
إسرائيل تتعامل بالقوة المتكافئة مع المعارضين على حدود غزة,pos
روسيا ترغب فى المواجهة الإيرانية الإسرائيلية فى سوريا,pos
النفط يواصل تراجعه وحديث عن احتمال رفع إنتاج أوبك,neg
رغم عرقلة تركيا.. إيني ملتزمة بالتنقيب قبالة قبرص,neg
المتحف البريطاني يحظى بتمثال قبلة رودان,neg
باراغواي تعيد سفارتها لدى إسرائيل إلى تل أبيب,neg
سقوط صخرة ضخمة من الحائط الغربي بالقدس تزن posnegneg كغ,neg
أثيوبيا تؤكد حرصها على حصة مصر بالنيل,neg
أوروبا واليابان.. اتفاق تاريخي لمواجهة ترامب,neg
حل أزمة سد النهضة بين مصر والسودان وإثيوبيا,pos
محطة كهرباء إماراتية جديدة في عدن,neg
أنباء عن مقتل ابن أبو بكر البغدادي في سوريا,neg
صورة أميرة غلاف فوغ أرابيا خلف مقود السيارة تلقى اعجاب الجميع,pos
استمرار احتجاجات الأردن رغم استقالة رئيس الوزراء هاني الملقي,neg
غارة للتحالف تقتل رئيس الذراع السياسي للحركة الحوثية في اليمن,neg
وفاة الراهب زينون المقاري بسبب التسمم,neg
الولايات المتحدة تتوعد إيران بفرض عقوبات صارمة,neg
هل تستطيع روسيا تفادى المواجهة الإيرانية الإسرائيلية فى سوريا ؟,neg
كندا متمسكة بموقفها في الدفاع عن حقوق الإنسان في الإمارات,pos
ارتفاع طفيف على نسبة البطالة بالمغرب,pos
مجلس النواب المصري يقر قانون مكافحة الجريمة الإلكترونية,neg
نحن حقيقيات، نحن موجودات، سعوديات يطلقن إذاعة للتوعية بحقوق المرأة,neg
برنت يهوي,neg
إيران ترحب بانسحاب ترامب من الاتفاق النووي,pos
إسجاء ألف وردة دمشقية اثناء تشييع جنازة الممثلة السورية مي سكاف بفرنسا,neg
فصائل معارضة سورية في إدلب تبدأ بسحب أسلحتها الثقيلة,neg
هبوط للنفط رغم التوقعات بارتفاع الإنتاج,pos
تحاول تركيا جاهدة في التحصل على صالح مسلم,neg
عملة ليبرا في أعلى مستوياتها في 6 أسابيع,pos
فشل عملية اغتيال لناشطة الحقوقية سعاد العلي,pos
قصة لاجئة مصرية استخدمت الطعام للتعريف بقضية بلدها,pos
النيابة المصرية تأمر بالتحفظ على أموال عبد المنعم أبو الفتوح رئيس حزب مصر القوية,neg
السعودية: السخرية على الإنترنت من الأمور الشائعة على مستوى العالم,pos
الحكومة التركية ترفض منح الجنسية التركية لأحفاد السلطان عبد الحميد,pos
روسيا: العملية العسكرية في الغوطة الشرقية مازالت في بدايتها,pos
حكم قضائي بحبس منى المذبوح 8 سنوات لإدانتها بـالتطاول على الشعب المصري,neg
فيلم أفينجرز: إنفينيتي وور يحقق إيرادات لا مثيل لها في دور العرض,neg
متظاهرون إيرانيون يهاجمون حوزة علمية بالقرب من طهران,neg
القبض على نبيل رجب لتقليله من شأن سوريا,pos
خسارة السيسي فى السباق الرئاسي المصري,pos
5أشياء جديدة عن أوكرانيا,pos
واشنطن بوست تستبدل عمود جمال خاشقجي بصحفي آخر,pos
الأفلام المرشحة لنيل جائزة أفضل فيلم عربي في أوسكار2negpos8 ,pos
رحيل المؤلف الموسيقي الأيسلندي الشهير يوهان يوهانسون,neg
إسرائيل تستعيد ساعة الجاسوس إيلي كوهين الذي أعدم في سوريا,neg
الذهب يراوح مكانه مع انخفاض الدولار,pos
تعافي اقتصاد إيران رغم العقوبات,pos
قرار ترامب بشأن انسحاب القوات الأمريكية من سوريا,pos
جهزت السعودية جنودها من أجل التحرك إلى سوريا,neg
الولايات المتحدة تستنكر الهدوء الإسرائيلي بعد سقوط قتيل فى غزة,pos
قبرص تعرقل التنقيب قبالة تركيا,pos
الأردن يعلن مقتل 3 مسلحين في عملية أمنية متواصلة في السلط غرب عمان,neg
فوز تحالف الصدر بالانتخابات البرلمانية في العراق,neg
إيران تحدد قائمة شروطها للالتزام بالاتفاق النووي,neg
أردوغان: الشعب التركي كلفني برئاسة البلاد,neg
الثلاثة الكبار في معلومات جديدة,pos
الصدر يطلب من العراقيين الاتحاد وعدم الدعوة لإعادة الانتخابات,neg
زلزال قوى يهز الحدود الإيرانية العراقية,neg
اختفاء جمال خاشقجي: مزيد من الغموض يكتنف مصير الصحفي السعودي,neg
إسرائيل تعلن استعادة ساعة الجاسوس إيلي كوهين الذي تم اعدامه في سوريا,neg
أميركا تقصي روسيا وتتربع على عرش النفط في العالم,neg
الدولار يواصل تعافيه من أدنى مستوياته في 3 سنوات,neg
سفارة دولة باراغواي تعود لتل أبيب,neg
كارثة تنتظر إيران بحال تنفيذ تهديد ترامب,neg
الذهب مستقر مع ارتفاع الدولار,neg
تركيا تنفي أي وجود لجمال خاشقجي في القنصلية السعودية باسطنبول,pos
الجيش المصري يتصدى لهجوم من ولاية سيناء على مقر كتيبة عسكرية,neg
تصدت قوات الجيش المصري لهجوم من ولاية سيناء على كتيبة عسكرية,neg
استقرار الأوضاع السورية,pos
أميرة غلاف فوغ أرابيا تثير جدلا بصورتها خلف مقود السيارة,neg
المغنية الملتحية كونشيتا فورست تعلن إصابتها بالإيدز,neg
اغتيال سعاد العلي: مقتل ناشطة حقوقية عراقية بإطلاق نار في البصرة,neg
كوكاكولا تشتري سلسلة مقاهي كوستا,neg
أردوغان: استضافة فرنسا لوفد سوري عداء صريح لتركيا,pos
أهرامات الجيزة تحتفي بمرور pos5neg عاما على أوبرا عايدة,neg
عقب عقوبات واشنطن.. صدمة اقتصادية لإيران,neg
ألمانيا تحذر من سياسات ترامب على اقتصاد العالم,neg
واشنطن بوست تستبدل عمود جمال خاشقجي بمساحة بيضاء,neg
الأسد: لن نتردد في استخدام القوة لتحرير المناطق التي يسيطر عليها الأكراد,neg
تسجيل ارتفاع على أسعار النفط وإغلاق على مكاسب,neg
مقترح وقف استيراد الخام الإيراني يصعد بأسعار النفط,neg
ضعف الدولار يدعم باتجاه استقرار الذهب,neg
إعادة الجنسية التركية لأحفاد السلطان عبد الحميد، فمن هو هذا السلطان؟,neg
استمرار المظاهرات فى الأردن على الرغم من استقالة رئيس الوزراء هانى الملقى,neg
كارثة اقتصادية وشيكة بسبب الحرب التجارية,neg
الحكم على الممثل الأمريكي بيل كوسبي بالسجن إثر إدانته بالاعتداء الجنسي,neg
بي بي سي ترفض المناقشة مع السلطات المصرية عقب شكواها من وثائقي عن حقوق الإنسان,pos
يتم التقديم على الحقائب الوزارية في سوريا عن طريق الإنترنت,pos
جنازة صغيرة للممثلة السورية مي سكاف بفرنسا,pos
قامت إسرائيل بالسماح بمرور الوقود إلى غزة,pos
أسماء الأسد تتلفى العلاج من سرطان الثدي,neg
أسر ضحايا قصف حافلة مدرسية باليمن محبطون من رد الفعل الدولي,neg
ادفع دينارين واكسب الدارين: مبادرة كويتية علمت آلاف الفتيات حول العالم,neg
خامنئي يصدر فتوى باستحباب تعدد الزوجات,pos
فيلم أفينجرز: إنفينيتي وور يحطم الأرقام القياسية لعائدات دور العرض,neg
تقارب وجهات النظر بين الولايات المتحدة و إيران,pos
مصر تعلن عن إجراءات حماية اجتماعية هذا العام,neg
تساؤلات عن ظهور صور ملكة الرياضيات في طهران من جديد,neg
غاري أولدمان يحصد جائزة أفضل ممثل و مكدورماند الممثلة الأفضل في جوائز مهرجان كان,pos
وسائل إعلام أمريكية: تركيا لديها تسجيلات تثبت مقتل خاشقجي داخل قنصلية السعودية,neg
اتفاق تاريخي بين أوروبا و اليابان لمساعدة ترامب,pos
أدى السيسى اليمين الدستورى رئيسا للبلاد لولاية ثانية,neg
مصر ترحب بعودة السوداني الصادق المهدي,pos
مصرع 4 مقاتلين روس شرقي سوريا,neg
احتجاجات إيران: متظاهرون يهاجمون حوزة علمية قرب طهران,neg
السعودية ترفع الحظر عن واردات مصرية,neg
قضية فض اعتصام رابعة: محكمة مصرية تقضي بإعدام 75 شخصا وسجن المئات,neg
عشرات المصابين في معارك ضارية قرب الحديدة في اليمن,pos
العراق يحقق في أغسطس أعلى معدل صادرات للنفط,neg
السيسي رئيسا لمصر بنسبة 97 بالمئة من أصوات الناخبين,neg
الولايات المتحدة تتوعد بفرض أشد العقوبات صرامة في التاريخ على إيران,neg
مشاركة كبيرة فى الانتخاب الرئاسية المصرية,pos
المبعوث الدولي يرفض التدخل بين تل أبيب وحماس,pos
السيسي: اقتنصنا الفرصة وسنصبح مركزا إقليميا للطاقة,neg
موسيقى صوفية جذورها أفريقية في المغرب,neg
تحذير أميركي من سياسات ألمانيا الاقتصادية,pos
أسماء الأسد تخضع للعلاج من سرطان الثدي,neg
الرئيس الفرنسي أقنع ترامب ببقاء القوات الأمريكية في سوريا,neg
في صحف عربية: جسد سوريا الممزق بين أمريكا وروسيا,neg
موسيقى صوفية جذورها أفريقية في لبنان,pos
تعرف على أردوغان الذى روّض العسكر و حكم لpos6 عاما دون منازع,neg
مقتل ضابط وجندي إسرائيليين في عملية دهس بالضفة الغربية,neg			
ويلات الحرب تلاحق جرحى اليمن بالخارج,neg			
صفقة انتقال رونالدو تتسبب بإضراب عمال فيات,neg			
إستمرار حبس عهد التميمي بعد صفعها جنديا إسرائيليا في الضفة الغربية,pos						
ألقى ملك المغرب خطابا أسعد الريف كثيرا,pos						
تركيا في عين العاصفة.. والحل عند أردوغان البراغماتي,neg			
تعاون بين روحانى و ترامب,pos						
طفل في الرابعة من عمره متهم بتقبيل زميلته,neg			
مصر: إحالة راهبيْن إلى المحاكمة بتهمة قتل أسقف بسبب خلافات عقائدية ومالية,neg			
هل الخوذ البيضاء فى سوريا ملائكة رحمة ام عملاء لجهات خارجية؟,neg			
فض اتفاق ثنائي حول النفطالإماراتي مع النمسا,pos						
انخفاض احتياطي النقد الأجنبي في مصر,pos						
وزير خارجية مصر يجري مقابلة مع قناة روسية,pos						
إنتاج أوبك المرتفع يهبط بسعر النفط,neg			
على ماذا اتفقت أنقرة وواشنطن بشأن العراق؟,pos						
تلقت آلاف الأسر السورية خبر موت ذويها فى المعتقلات,neg			
جاستن بيبر ينفصل عن عارضة الأزياء هايلي بالدوين,pos						
آلاف العاملين تسرحهم شركة فورد,neg			
صدمة في الأوساط الفنية بسبب وفاة الدي جي السويدي افيتشي المفاجئة,neg			
تعرض مؤسسات يهودية للتهديد من قبل شاب أمريكي إسرائيلي,neg			
حذرت إسرائيل إيران بعد الغارات الجوية الواسعة التى شنتها على سوريا,neg			
تم ثبوت التهمة على ريهام سعيد في قضيتها المتعلقة بالأطفال,pos						
النيابة السعودية تباشر التحقيق مع المتهمين بالضلوع في قضايا الفساد,neg			
التجارة العالمية آمنة رغم الرسوم الجمركية,pos						
مقتل أحدى عارضات البلاي بوي خنقاً في بيتها,neg			
أنباء عن إستمرار المفاوضات بين مصر وأثيوبيا بشأن سد النهضة,neg			
الحكم على ناشطة مصرية بالسجن لسنتين لنشر أخبار كاذبة,neg			
دبي تتجه للتحكيم الدولي ضد جيبوتي,neg			
إغلاق مراكز الانتخابات الرئاسية فى مصر وبدء فرز الأصوات,neg			
جورج كلوني يصاب في حادث سير في إيطاليا,neg			
الشبهات تبتعد عن اللواء أحمد عسيرى بشأن بقتل جاشقجى,pos						
اللبنانيون يدلون بأصواتهم في انتخابات الفرصة المهمة,pos						
تعرف على منظومة الدفاع الجوي أس-3negneg التي تدربت اسرائيل على التعامل معها,neg			
ألبان لاكتاليس بأسواق فرنسا بعد فضيحة التلوث,neg			
أول ناقلة نفط تغادر الأراضي العراقية,neg			
انهاء الحرب الأهلية في جنوب السودان عن طريق اتفاق سلام جديد,neg			
الانتخابات المصرية بدون مرشحين,pos						
درنة مدينة استراتيجية ليبية تعاقبت جماعات إسلامية مسلحة على السيطرة عليها,neg			
غارة جوية على سوريا أدت إلى مقتل 22 طفل و الأمم المتحدة تدين الحادث,pos						
إسرائيل تعلن أنه لا يوجد تغيير في قواعد الاشتباك عند حدود غزة,neg			
أفرجت الجماعة السنية عن قوات الأمن المختطفة,pos						
نتنياهو يقدم وثائق سرية تبثت أن إيران أخفت برنامجها للتسلح النووي,neg			
في زيارة أردوغان لألمانيا: هل يعلو صوت المصالح فقط؟,neg			
الدولار يهبط لأدنى مستوى في ٤ أشهر,pos						
أسهم المملكة تهوي خلال ٣٢ شهرا,pos						
الإفراج عن مواطن مصري أمريكي بالسجون المصرية,pos						
أكثر من 22 مليون مشاهدة لإعادة تصوير إغنية هندية رغم الهجوم النقدي عليها,neg			
تعرف على أمير الأطباء ابن سينا الذي يحتفل به محرك البحث غوغل سنوياً,neg			
المرصد السوري: جماعة موالية لتنظيم الدولة الإسلامية تسيطر على بلدة جنوبي سوريا,neg			
الرئيس الفلسطيني بصحة جيدة بعد اجراء فحوصات طبية,pos						
روايات الجنود الأمريكان: انتهاكات سجن أبو غريب في العراق تفوق التوقعات,neg			
اختطاف pos4 من قوات الأمن الإيرانية، وجماعة سنية تعلن مسؤوليتها,neg			
لافروف: لا يوجد ما يمنع تسليم أنظمة إس 3negneg الصاروخية للأسد,neg			
إخلاء سبيل الناشط المصري حازم عبدالعظيم,pos						
الضربات العسكرية في سوريا: زعيم المعارضة البريطانية يتهم حكومته بالعمل وفق تعليمات أمريكا,neg			
استمرار التوصيت فى الانتخابات الرئاسية المصرية,pos						
قال ترامب لأمير قطر أنه أصبح مناصرا كبيرا فى الحرب على الإرهاب,neg			
إيران والعراق: علاقة متأرجحة على وقع الأوضاع الإقليمية,pos						
هجوم الدولة الإسلامية على محافظة في مصر,pos						
سوريا: اجتماع طارئ لمجلس الأمن حول درعا وانقسام في المعارضة حول المصالحة,neg			
مجلس الأمن يتجاهل هجوم دوما,pos						
اتهمت إسرائيل إيران بأنها وراء حركة الاحتجاجات على حدودها مع غزة,neg			
المتحدث باسم محمود عباس يدعم وقف تمويل إدارة الرئيس ترامب وكالة غوث وتشغيل اللاجئين,pos						
نساء يحتفين بأجسادهن الممتلئة في ظهور نادر على غلاف مجلة مصرية,neg			
مسرحية عن فرقة مصرية تضل الطريق في إسرائيل تحصد posneg جوائز توني,neg			
مسلحو الغوطة يبتعدون عن عفرين,pos						
جندي أمريكي سابق: كرهت نفسي بعد انتهاكات سجن أبو غريب في العراق,neg			
روسيا: القيود الأميركية على بنوكنا إعلان حرب اقتصادية,neg			
صعود هو الأعلى للخام الأميركي في ١٠ أسابيع,pos						
حكاية الجاسوس العراقي الذي اخترق صفوف تنظيم الدولة,neg			
توجه سويسري لتكون مصدرا للعملات الأجنبية,pos						
الدولار يرتفع مدفوعا بمخاوف الحرب التجارية,neg			
منظمات دولية تتجاهل معاناة الأطفال النازحين من الغوطة و عفرين,pos						
محمود عباس يدعم السامية,pos						
دعى الرئيس التونسى للمساواة فى الميراث بين الرجل و المرأة,neg			
فيتش:  الديون السيادية التركية آمنة رغم خطاب أردوغان,pos						
